Umujyi wa Kigali,Gasabo,Jabana,Kabuye,Amakawa,Kabuye Health Center
Umujyi wa Kigali,Gasabo,Jabana,Kabuye,Amasangano,Kabuye Health Center
Umujyi wa Kigali,Gasabo,Jabana,Kabuye,Buliza,Kabuye Health Center
Umujyi wa Kigali,Gasabo,Jabana,Kabuye,Ihuriro,Kabuye Health Center
Umujyi wa Kigali,Gasabo,Jabana,Kabuye,Kabeza,Kabuye Health Center
Umujyi wa Kigali,Gasabo,Jabana,Kabuye,Karuruma,Kabuye Health Center
Umujyi wa Kigali,Gasabo,Jabana,Kabuye,Murama,Kabuye Health Center
Umujyi wa Kigali,Gasabo,Jabana,Kabuye,Nyagasozi,Kabuye Health Center
Umujyi wa Kigali,Gasabo,Jabana,Kabuye,Rebero,Kabuye Health Center
Umujyi wa Kigali,Gasabo,Jabana,Kabuye,Rugarama,Kabuye Health Center
Umujyi wa Kigali,Gasabo,Jabana,Kabuye,Tetero,Kabuye Health Center
